Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original,Gold_lag1,Gold_lag2,Gold_lag3,Silver_lag1,Silver_lag2,Silver_lag3,Bronze_lag1,Bronze_lag2,Bronze_lag3,Total_lag1,Total_lag2,Total_lag3,Gold_rolling_mean_3,Gold_rolling_max_3,Gold_rolling_min_3,Gold_rolling_std_3,Gold_rolling_mean_5,Gold_rolling_max_5,Gold_rolling_min_5,Gold_rolling_std_5,Silver_rolling_mean_3,Silver_rolling_max_3,Silver_rolling_min_3,Silver_rolling_std_3,Silver_rolling_mean_5,Silver_rolling_max_5,Silver_rolling_min_5,Silver_rolling_std_5,Bronze_rolling_mean_3,Bronze_rolling_max_3,Bronze_rolling_min_3,Bronze_rolling_std_3,Bronze_rolling_mean_5,Bronze_rolling_max_5,Bronze_rolling_min_5,Bronze_rolling_std_5,Total_rolling_mean_3,Total_rolling_max_3,Total_rolling_min_3,Total_rolling_std_3,Total_rolling_mean_5,Total_rolling_max_5,Total_rolling_min_5,Total_rolling_std_5,Gold_growth_rate,Gold_change,Gold_acceleration,Silver_growth_rate,Silver_change,Silver_acceleration,Bronze_growth_rate,Bronze_change,Bronze_acceleration,Total_growth_rate,Total_change,Total_acceleration,Gold_is_growing,Gold_streak,Silver_is_growing,Silver_streak,Bronze_is_growing,Bronze_streak,Total_is_growing,Total_streak,Gold_host_boost,Silver_host_boost,Bronze_host_boost,Total_host_boost,market_size_interaction,experience_performance,gold_ratio,silver_ratio,bronze_ratio,gold_silver_ratio,avg_gold_year,std_gold_year,max_gold_year,num_countries,gold_vs_avg,gold_percentile,is_first_participation,is_first_medal,is_comeback
1996,BRA,25,3,3,9,15,0.0049668874172185,0.0248344370860927,604,0,USA,4.0,0,999,76,1920,0,0,Brazil,2.0,1.0,1.0,1.0,2.0,5.0,0.0,3.0,2.0,3.0,6.0,8.0,2.0,3.0,1.0,1.0,1.8,3.0,1.0,0.8366600265340756,2.0,3.0,1.0,0.9999999999999982,2.2,5.0,0.0,1.9235384061671346,4.0,9.0,0.0,4.58257569495584,3.2,9.0,0.0,3.420526275297414,8.0,15.0,3.0,6.244997998398398,7.2,15.0,3.0,4.764451699828638,0.5,1.0,-0.5,2.0,2.0,2.5,,9.0,,4.0,12.0,4.5,1,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.031814048632603245,152.0,0.1875,0.1875,0.5625,0.75,3.430379746835443,6.580241489419042,44,79,-0.4303797468354431,0.7025316455696202,0,0,0
2000,BRA,53,0,6,6,12,0.0,0.0179910044977511,667,0,AUS,4.0,0,999,80,1920,0,0,Brazil,3.0,2.0,1.0,3.0,1.0,2.0,9.0,0.0,3.0,15.0,3.0,6.0,1.6666666666666667,3.0,0.0,1.5275252316519465,1.4,3.0,0.0,1.1401754250991378,3.3333333333333335,6.0,1.0,2.5166114784235827,3.4,6.0,1.0,2.0736441353327724,5.0,9.0,0.0,4.58257569495584,4.0,9.0,0.0,3.5355339059327378,10.0,15.0,3.0,6.244997998398398,8.8,15.0,3.0,4.764451699828638,-1.0,-3.0,-1.5,1.0,3.0,-1.0,-0.33333333333333337,-3.0,,-0.19999999999999996,-3.0,-4.2,0,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,133.33333333333334,0.0,0.46153846153846156,0.46153846153846156,0.0,3.75,6.85750074412655,37,80,-3.75,0.18125,0,0,0
2004,BRA,16,5,2,3,10,0.007473841554559,0.014947683109118,669,0,GRE,4.0,0,999,84,1920,0,0,Brazil,0.0,3.0,2.0,6.0,3.0,1.0,6.0,9.0,0.0,12.0,15.0,3.0,2.6666666666666665,5.0,0.0,2.5166114784235836,2.2,5.0,0.0,1.9235384061671343,3.6666666666666665,6.0,2.0,2.081665999466132,2.8,6.0,1.0,1.9235384061671348,6.0,9.0,3.0,3.0,4.2,9.0,0.0,3.420526275297414,12.333333333333334,15.0,10.0,2.5166114784235836,9.2,15.0,3.0,4.764451699828638,,5.0,,-0.6666666666666667,-4.0,-1.6666666666666667,-0.5,-3.0,-0.16666666666666663,-0.16666666666666663,-2.0,0.033333333333333326,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.04863436257387872,224.0,0.45454545454545453,0.18181818181818182,0.2727272727272727,1.6666666666666667,4.0675675675675675,6.918965559473491,36,74,0.9324324324324325,0.7905405405405406,0,1,0
2008,BRA,23,3,4,10,17,0.0044576523031203,0.025260029717682,673,0,CHN,4.0,0,999,88,1920,0,0,Brazil,5.0,0.0,3.0,2.0,6.0,3.0,3.0,6.0,9.0,10.0,12.0,15.0,2.6666666666666665,5.0,0.0,2.5166114784235836,2.6,5.0,0.0,1.8165902124584947,4.0,6.0,2.0,1.9999999999999993,3.2,6.0,1.0,1.9235384061671348,6.333333333333333,10.0,3.0,3.5118845842842465,5.6,10.0,0.0,4.159326868617084,13.0,17.0,10.0,3.6055512754639896,11.4,17.0,3.0,5.412947441089743,-0.4,-2.0,,1.0,2.0,1.6666666666666667,2.3333333333333335,7.0,2.8333333333333335,0.7,7.0,0.8666666666666666,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.02903371520466073,234.66666666666666,0.16666666666666666,0.2222222222222222,0.5555555555555556,0.6,3.471264367816092,7.376643026219565,48,87,-0.47126436781609193,0.7413793103448276,0,0,0
2012,BRA,22,3,5,9,17,0.0044776119402985,0.0253731343283582,670,0,GBR,4.0,0,999,92,1920,0,0,Brazil,3.0,5.0,0.0,4.0,2.0,6.0,10.0,3.0,6.0,17.0,10.0,12.0,3.6666666666666665,5.0,3.0,1.154700538379252,2.8,5.0,0.0,1.7888543819998315,3.6666666666666665,5.0,2.0,1.5275252316519459,4.0,6.0,2.0,1.58113883008419,7.333333333333333,10.0,3.0,3.7859388972001824,7.4,10.0,3.0,2.8809720581775866,14.666666666666666,17.0,10.0,4.041451884327381,14.2,17.0,10.0,3.114482300479487,0.0,0.0,0.4,0.25,1.0,-0.75,-0.09999999999999998,-1.0,-2.4333333333333336,0.0,0.0,-0.7,0,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.029143742404350765,337.3333333333333,0.16666666666666666,0.2777777777777778,0.5,0.5,3.5232558139534884,7.615350973621398,48,86,-0.5232558139534884,0.7325581395348837,0,0,0
2016,BRA,13,7,6,6,19,0.0102639296187683,0.0278592375366568,682,1,BRA,4.0,0,0,96,1920,0,0,Brazil,3.0,3.0,5.0,5.0,4.0,2.0,9.0,10.0,3.0,17.0,17.0,10.0,4.333333333333333,7.0,3.0,2.3094010767585034,3.6,7.0,0.0,2.6076809620810595,5.0,6.0,4.0,0.9999999999999989,4.6,6.0,2.0,1.6733200530681513,8.333333333333334,10.0,6.0,2.0816659994661335,6.8,10.0,3.0,2.7748873851023217,17.666666666666668,19.0,17.0,1.1547005383792526,15.0,19.0,10.0,3.807886552931954,1.3333333333333335,4.0,1.3333333333333335,0.19999999999999996,1.0,-0.050000000000000044,-0.33333333333333337,-3.0,-0.2333333333333334,0.11764705882352944,2.0,0.11764705882352944,1,1,1,3,0,0,1,1,4.333333333333333,5.0,8.333333333333334,17.666666666666668,0.0669874838958877,416.0,0.35,0.3,0.3,1.0,3.558139534883721,6.898601138956986,46,86,3.441860465116279,0.8546511627906976,0,0,0
2020,BRA,12,7,6,8,21,0.0091984231274638,0.0275952693823915,761,0,JPN,4.0,0,4,100,1920,0,0,Brazil,7.0,3.0,3.0,6.0,5.0,4.0,6.0,9.0,10.0,19.0,17.0,17.0,5.666666666666667,7.0,3.0,2.3094010767585034,5.0,7.0,3.0,1.9999999999999998,5.666666666666667,6.0,5.0,0.5773502691896237,4.6,6.0,2.0,1.6733200530681513,7.666666666666667,9.0,6.0,1.5275252316519479,7.2,10.0,3.0,2.7748873851023217,19.0,21.0,17.0,2.0000000000000004,16.8,21.0,10.0,4.147288270665544,0.0,0.0,-1.3333333333333335,0.0,0.0,-0.19999999999999996,0.33333333333333326,2.0,0.6666666666666666,0.10526315789473695,2.0,-0.01238390092879249,0,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,0.0610402442704418,566.6666666666667,0.3181818181818182,0.2727272727272727,0.36363636363636365,1.0,3.6559139784946235,7.022471111671376,39,93,3.3440860215053765,0.8763440860215054,0,0,0
2024,BRA,20,3,7,10,20,0.0040650406504065,0.02710027100271,738,0,FRA,4.0,0,8,104,1920,0,0,Brazil,7.0,7.0,3.0,6.0,6.0,5.0,8.0,6.0,9.0,21.0,19.0,17.0,5.666666666666667,7.0,3.0,2.3094010767585034,4.6,7.0,3.0,2.1908902300206643,6.333333333333333,7.0,6.0,0.5773502691896237,5.6,7.0,4.0,1.1401754250991387,8.0,10.0,6.0,2.000000000000001,8.6,10.0,6.0,1.6733200530681513,20.0,21.0,19.0,1.0000000000000009,18.8,21.0,17.0,1.7888543819998302,-0.5714285714285714,-4.0,-0.5714285714285714,0.16666666666666674,1.0,0.16666666666666674,0.25,2.0,-0.08333333333333326,-0.04761904761904767,-1.0,-0.15288220551378462,0,0,1,1,1,2,0,0,0.0,0.0,0.0,0.0,0.02685080455669998,589.3333333333334,0.14285714285714285,0.3333333333333333,0.47619047619047616,0.375,3.6043956043956045,6.990277567019815,40,91,-0.6043956043956045,0.7472527472527473,0,0,0
2012,BRN,50,1,0,0,1,0.0014925373134328,0.0014925373134328,670,0,GBR,0.0,0,999,0,2012,0,0,Bahrain,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.009714580801450039,0.0,0.5,0.0,0.0,1.0,3.5232558139534884,7.615350973621398,48,86,-2.5232558139534884,0.47674418604651164,1,1,0
2016,BRN,48,1,1,0,2,0.001466275659824,0.002932551319648,682,0,BRA,4.0,0,999,4,2012,0,0,Bahrain,1.0,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.7071067811865476,0.5,1.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,0.7071067811865476,1.5,2.0,1.0,0.7071067811865476,0.0,0.0,,,1.0,,,0.0,,1.0,1.0,,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.009569640556555105,4.0,0.3333333333333333,0.3333333333333333,0.0,0.5,3.558139534883721,6.898601138956986,46,86,-2.558139534883721,0.4418604651162791,0,0,0
2020,BRN,77,0,1,0,1,0.0,0.0013140604467805,761,0,JPN,4.0,0,999,8,2012,0,0,Bahrain,1.0,1.0,,1.0,0.0,,0.0,0.0,,2.0,1.0,,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,1.0,0.5773502691896257,1.3333333333333333,2.0,1.0,0.5773502691896257,-1.0,-1.0,-1.0,0.0,0.0,,,0.0,,-0.5,-1.0,-1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.5,0.0,0.0,3.6559139784946235,7.022471111671376,39,93,-3.6559139784946235,0.15591397849462366,0,0,0
2024,BRN,33,2,1,1,4,0.002710027100271,0.005420054200542,738,0,FRA,4.0,0,999,12,2012,0,0,Bahrain,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.816496580927726,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.5773502691896258,0.25,1.0,0.0,0.5,2.3333333333333335,4.0,1.0,1.5275252316519465,2.0,4.0,1.0,1.4142135623730951,,2.0,,0.0,0.0,0.0,,1.0,,3.0,3.0,3.5,1,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.01790053637113332,12.0,0.4,0.2,0.2,1.0,3.6043956043956045,6.990277567019815,40,91,-1.6043956043956045,0.6318681318681318,0,1,0
1952,BUL,40,0,0,1,1,0.0,0.0029585798816568,338,0,FIN,0.0,0,999,0,1952,0,0,Bulgaria,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.4651162790697674,7.29105400052271,40,43,-3.4651162790697674,0.19767441860465115,1,0,0
1956,BUL,19,1,3,1,5,0.0029239766081871,0.0146198830409356,342,0,AUS,4.0,0,999,4,1952,0,0,Bulgaria,0.0,,,0.0,,,1.0,,,1.0,,,0.5,1.0,0.0,0.7071067811865476,0.5,1.0,0.0,0.7071067811865476,1.5,3.0,0.0,2.1213203435596424,1.5,3.0,0.0,2.1213203435596424,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,2.8284271247461903,3.0,5.0,1.0,2.8284271247461903,,1.0,,,3.0,,0.0,0.0,,4.0,4.0,,1,1,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.017069387272414825,2.0,0.16666666666666666,0.5,0.16666666666666666,0.25,4.026315789473684,7.923577004499322,37,38,-3.026315789473684,0.47368421052631576,0,1,0
1960,BUL,15,1,3,3,7,0.0029411764705882,0.0205882352941176,340,0,ITA,4.0,0,999,8,1952,0,0,Bulgaria,1.0,0.0,,3.0,0.0,,1.0,1.0,,5.0,1.0,,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,2.0,3.0,0.0,1.7320508075688772,2.0,3.0,0.0,1.7320508075688772,1.6666666666666667,3.0,1.0,1.1547005383792517,1.6666666666666667,3.0,1.0,1.1547005383792517,4.333333333333333,7.0,1.0,3.0550504633038935,4.333333333333333,7.0,1.0,3.0550504633038935,0.0,0.0,,0.0,0.0,,2.0,2.0,2.0,0.3999999999999999,2.0,-3.6,0,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,0.017152595521421902,5.333333333333333,0.125,0.375,0.375,0.25,3.4545454545454546,8.37064234554049,43,44,-2.4545454545454546,0.5909090909090909,0,0,0
1964,BUL,11,3,5,2,10,0.0081081081081081,0.027027027027027,370,0,JPN,4.0,0,999,12,1952,0,0,Bulgaria,1.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,7.0,5.0,1.0,1.6666666666666667,3.0,1.0,1.1547005383792517,1.25,3.0,0.0,1.2583057392117918,3.6666666666666665,5.0,3.0,1.1547005383792517,2.75,5.0,0.0,2.0615528128088303,2.0,3.0,1.0,1.0,1.75,3.0,1.0,0.9574271077563382,7.333333333333333,10.0,5.0,2.5166114784235836,5.75,10.0,1.0,3.774917217635375,2.0,2.0,2.0,0.6666666666666667,2.0,0.6666666666666667,-0.33333333333333337,-1.0,-2.3333333333333335,0.4285714285714286,3.0,0.028571428571428692,1,1,1,1,0,0,1,3,0.0,0.0,0.0,0.0,0.047969205913033205,20.0,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.5,3.975609756097561,7.567984556267437,36,41,-0.975609756097561,0.7317073170731707,0,0,0
1968,BUL,18,2,4,3,9,0.005181347150259,0.0233160621761658,386,0,MEX,4.0,0,999,16,1952,0,0,Bulgaria,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,10.0,7.0,5.0,2.0,3.0,1.0,1.0,1.4,3.0,0.0,1.140175425099138,4.0,5.0,3.0,1.0,3.0,5.0,0.0,1.8708286933869707,2.6666666666666665,3.0,2.0,0.5773502691896263,2.0,3.0,1.0,1.0,8.666666666666666,10.0,7.0,1.5275252316519476,6.4,10.0,1.0,3.5777087639996634,-0.33333333333333337,-1.0,-2.3333333333333335,-0.19999999999999996,-1.0,-0.8666666666666667,0.5,1.0,0.8333333333333334,-0.09999999999999998,-1.0,-0.5285714285714286,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.030872666803262717,32.0,0.2,0.4,0.3,0.4,3.9545454545454546,8.017291038906906,45,44,-1.9545454545454546,0.5795454545454546,0,0,0
1972,BUL,9,6,10,5,21,0.0136674259681093,0.0478359908883826,439,0,GER,4.0,0,999,20,1952,0,0,Bulgaria,2.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,9.0,10.0,7.0,3.6666666666666665,6.0,2.0,2.0816659994661335,2.6,6.0,1.0,2.073644135332772,6.333333333333333,10.0,4.0,3.2145502536643185,5.0,10.0,3.0,2.9154759474226504,3.3333333333333335,5.0,2.0,1.5275252316519468,2.8,5.0,1.0,1.4832396974191326,13.333333333333334,21.0,9.0,6.6583281184793925,10.4,21.0,5.0,6.2289646009589745,2.0,4.0,2.3333333333333335,1.5,6.0,1.7,0.6666666666666667,2.0,0.16666666666666674,1.3333333333333335,12.0,1.4333333333333336,1,1,1,1,1,2,1,1,0.0,0.0,0.0,0.0,0.08319054296463264,73.33333333333333,0.2727272727272727,0.45454545454545453,0.22727272727272727,0.5454545454545454,4.0625,9.035170640925289,50,48,1.9375,0.84375,0,0,0
1976,BUL,7,6,9,7,22,0.0135135135135135,0.0495495495495495,444,0,CAN,4.0,0,999,24,1952,0,0,Bulgaria,6.0,2.0,3.0,10.0,4.0,5.0,5.0,3.0,2.0,21.0,9.0,10.0,4.666666666666667,6.0,2.0,2.309401076758504,3.6,6.0,1.0,2.3021728866442674,7.666666666666667,10.0,4.0,3.214550253664318,6.2,10.0,3.0,3.1144823004794873,5.0,7.0,3.0,2.0,4.0,7.0,2.0,2.0,17.333333333333332,22.0,9.0,7.234178138070234,13.8,22.0,7.0,7.120393247567159,0.0,0.0,-2.0,-0.09999999999999998,-1.0,-1.6,0.3999999999999999,2.0,-0.26666666666666683,0.04761904761904767,1.0,-1.2857142857142858,0,0,0,0,1,3,1,2,0.0,0.0,0.0,0.0,0.08240640921846262,112.0,0.2608695652173913,0.391304347826087,0.30434782608695654,0.6,4.829268292682927,10.728239461869757,49,41,1.1707317073170733,0.8414634146341463,0,0,0
1980,BUL,3,8,16,17,41,0.0176211453744493,0.0903083700440528,454,0,RUS,4.0,0,999,28,1952,0,0,Bulgaria,6.0,6.0,2.0,9.0,10.0,4.0,7.0,5.0,3.0,22.0,21.0,9.0,6.666666666666667,8.0,6.0,1.1547005383792548,5.0,8.0,2.0,2.449489742783178,11.666666666666666,16.0,9.0,3.7859388972001824,8.8,16.0,4.0,4.764451699828638,9.666666666666666,17.0,5.0,6.429100507328637,6.8,17.0,2.0,6.016643582596529,28.0,41.0,21.0,11.269427669584644,20.6,41.0,9.0,12.895735729302148,0.33333333333333326,2.0,0.33333333333333326,0.7777777777777777,7.0,0.8777777777777777,1.4285714285714284,10.0,1.0285714285714285,0.8636363636363635,19.0,0.8160173160173159,1,1,1,1,1,4,1,3,0.0,0.0,0.0,0.0,0.10784665055420152,186.66666666666669,0.19047619047619047,0.38095238095238093,0.40476190476190477,0.47058823529411764,5.666666666666667,14.97807922074313,80,36,2.333333333333333,0.9166666666666666,0,0,0
1988,BUL,7,10,12,13,35,0.0189393939393939,0.0662878787878787,528,0,KOR,8.0,0,999,36,1952,0,0,Bulgaria,8.0,6.0,6.0,16.0,9.0,10.0,17.0,7.0,5.0,41.0,22.0,21.0,8.0,10.0,6.0,2.0000000000000027,6.4,10.0,2.0,2.9664793948382653,12.333333333333334,16.0,9.0,3.5118845842842465,10.2,16.0,4.0,4.381780460041329,12.333333333333334,17.0,7.0,5.033222956847167,9.0,17.0,3.0,5.830951894845301,32.666666666666664,41.0,22.0,9.71253485622231,25.6,41.0,9.0,12.60158720161869,0.25,2.0,-0.08333333333333326,-0.25,-4.0,-1.0277777777777777,-0.23529411764705888,-4.0,-1.6638655462184873,-0.14634146341463417,-6.0,-1.0099778270509976,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.11876872030034633,288.0,0.2777777777777778,0.3333333333333333,0.3611111111111111,0.7692307692307693,4.634615384615385,10.232644505437518,55,52,5.365384615384615,0.8846153846153846,0,0,0
1992,BUL,18,3,7,6,16,0.0052356020942408,0.0279232111692844,573,0,ESP,4.0,0,999,40,1952,0,0,Bulgaria,10.0,8.0,6.0,12.0,16.0,9.0,13.0,17.0,7.0,35.0,41.0,22.0,7.0,10.0,3.0,3.6055512754639905,6.6,10.0,3.0,2.6076809620810595,11.666666666666666,16.0,7.0,4.509249752822894,10.8,16.0,7.0,3.420526275297414,12.0,17.0,6.0,5.5677643628300215,9.6,17.0,5.0,5.176871642217914,30.666666666666668,41.0,16.0,13.051181300301263,27.0,41.0,16.0,10.511898020814316,-0.7,-7.0,-0.95,-0.41666666666666663,-5.0,-0.16666666666666663,-0.5384615384615384,-7.0,-0.30316742081447956,-0.5428571428571429,-19.0,-0.39651567944250876,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.03325983977130639,280.0,0.17647058823529413,0.4117647058823529,0.35294117647058826,0.375,4.0625,8.591015979239915,45,64,-1.0625,0.734375,0,0,0
1996,BUL,22,3,7,5,15,0.0049668874172185,0.0248344370860927,604,0,USA,4.0,0,999,44,1952,0,0,Bulgaria,3.0,10.0,8.0,7.0,12.0,16.0,6.0,13.0,17.0,16.0,35.0,41.0,5.333333333333333,10.0,3.0,4.041451884327381,6.0,10.0,3.0,3.082207001484488,8.666666666666666,12.0,7.0,2.886751345948128,10.2,16.0,7.0,3.8340579025361627,8.0,13.0,5.0,4.358898943540674,9.6,17.0,5.0,5.176871642217914,22.0,35.0,15.0,11.269427669584648,25.8,41.0,15.0,11.649034294738767,0.0,0.0,0.7,0.0,0.0,0.41666666666666663,-0.16666666666666663,-1.0,0.3717948717948718,-0.0625,-1.0,0.4803571428571429,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.031814048632603245,234.66666666666666,0.1875,0.4375,0.3125,0.375,3.430379746835443,6.580241489419042,44,79,-0.4303797468354431,0.7025316455696202,0,0,0
2000,BUL,16,5,6,2,13,0.0074962518740629,0.0194902548725637,667,0,AUS,4.0,0,999,48,1952,0,0,Bulgaria,3.0,3.0,10.0,7.0,7.0,12.0,5.0,6.0,13.0,15.0,16.0,35.0,3.6666666666666665,5.0,3.0,1.1547005383792495,5.8,10.0,3.0,3.1144823004794873,6.666666666666667,7.0,6.0,0.5773502691896191,9.6,16.0,6.0,4.277849927241488,4.333333333333333,6.0,2.0,2.0816659994661326,8.6,17.0,2.0,6.18869937870632,14.666666666666666,16.0,13.0,1.5275252316519603,24.0,41.0,13.0,12.999999999999998,0.6666666666666667,2.0,0.6666666666666667,-0.1428571428571429,-1.0,-0.1428571428571429,-0.6,-3.0,-0.43333333333333335,-0.1333333333333333,-2.0,-0.0708333333333333,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.048757782410319236,176.0,0.35714285714285715,0.42857142857142855,0.14285714285714285,0.7142857142857143,3.75,6.85750074412655,37,80,1.25,0.81875,0,0,0
2004,BUL,33,2,1,9,12,0.0029895366218236,0.0179372197309417,669,0,GRE,4.0,0,999,52,1952,0,0,Bulgaria,5.0,3.0,3.0,6.0,7.0,7.0,2.0,5.0,6.0,13.0,15.0,16.0,3.3333333333333335,5.0,2.0,1.5275252316519448,4.6,10.0,2.0,3.2093613071762426,4.666666666666667,7.0,1.0,3.2145502536643167,6.6,12.0,1.0,3.9115214431215892,5.333333333333333,9.0,2.0,3.511884584284246,7.0,13.0,2.0,4.183300132670377,13.333333333333334,15.0,12.0,1.5275252316519603,18.2,35.0,12.0,9.523654760647299,-0.6,-3.0,-1.2666666666666666,-0.8333333333333334,-5.0,-0.6904761904761905,3.5,7.0,4.1,-0.07692307692307687,-1.0,0.05641025641025643,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.01945374502955149,173.33333333333334,0.15384615384615385,0.07692307692307693,0.6923076923076923,1.0,4.0675675675675675,6.918965559473491,36,74,-2.0675675675675675,0.5743243243243243,0,0,0
2008,BUL,42,1,1,3,5,0.0014858841010401,0.0074294205052005,673,0,CHN,4.0,0,999,56,1952,0,0,Bulgaria,2.0,5.0,3.0,1.0,6.0,7.0,9.0,2.0,5.0,12.0,13.0,15.0,2.6666666666666665,5.0,1.0,2.081665999466131,2.8,5.0,1.0,1.4832396974191324,2.6666666666666665,6.0,1.0,2.886751345948126,4.4,7.0,1.0,3.1304951684997055,4.666666666666667,9.0,2.0,3.7859388972001824,5.0,9.0,2.0,2.7386127875258297,10.0,13.0,5.0,4.358898943540678,12.2,16.0,5.0,4.324349662087924,-0.5,-1.0,0.09999999999999998,0.0,0.0,0.8333333333333334,-0.6666666666666667,-6.0,-4.166666666666667,-0.5833333333333333,-7.0,-0.5064102564102564,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.009677905068220244,149.33333333333331,0.16666666666666666,0.16666666666666666,0.5,0.5,3.471264367816092,7.376643026219565,48,87,-2.471264367816092,0.47701149425287354,0,0,0
2012,BUL,60,0,2,1,3,0.0,0.0044776119402985,670,0,GBR,4.0,0,999,60,1952,0,0,Bulgaria,1.0,2.0,5.0,1.0,1.0,6.0,3.0,9.0,2.0,5.0,12.0,13.0,1.0,2.0,0.0,0.999999999999993,2.2,5.0,0.0,1.9235384061671343,1.3333333333333333,2.0,1.0,0.5773502691896109,3.4,7.0,1.0,2.8809720581775866,4.333333333333333,9.0,1.0,4.163331998932265,4.0,9.0,1.0,3.1622776601683786,6.666666666666667,12.0,3.0,4.725815626252613,9.6,15.0,3.0,5.272570530585622,-1.0,-1.0,-0.5,1.0,1.0,1.0,-0.6666666666666667,-2.0,0.0,-0.4,-2.0,0.18333333333333324,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.5,0.25,0.0,3.5232558139534884,7.615350973621398,48,86,-3.5232558139534884,0.18604651162790697,0,0,0
2016,BUL,66,0,1,2,3,0.0,0.0043988269794721,682,0,BRA,4.0,0,999,64,1952,0,0,Bulgaria,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,3.0,5.0,12.0,0.3333333333333333,1.0,0.0,0.5773502691896116,1.6,5.0,0.0,2.073644135332772,1.3333333333333333,2.0,1.0,0.5773502691896109,2.2,6.0,1.0,2.1679483388678804,2.0,3.0,1.0,0.9999999999999964,3.4,9.0,1.0,3.209361307176242,3.6666666666666665,5.0,3.0,1.1547005383792714,7.2,13.0,3.0,4.919349550499531,,0.0,,-0.5,-1.0,-1.5,1.0,1.0,1.6666666666666667,0.0,0.0,0.4,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,21.333333333333332,0.0,0.25,0.5,0.0,3.558139534883721,6.898601138956986,46,86,-3.558139534883721,0.16279069767441862,0,0,0
